791.7	49.8	200	50	3,50288; 	0,144866; 	32,5949; 	1273	
370.9	46.5	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
347.5	37.8	200	24.604	0,848193; 	2,47075; 	273,555; 	809	
824.8	16.6	200	27.4991	1,05955; 	1,58333; 	195,931; 	873	
929.2	14.3	200	31.6748	1,40576; 	0,899485; 	128,209; 	867	
749.9	24.9	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
659.6	11.1	200	44.1384	2,72972; 	0,238551; 	47,3816; 	873	
456.8	42	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
304.7	46.5	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
386.5	38.9	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
266.2	45.6	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
293.4	14.9	200	30.3243	1,28845; 	1,07074; 	146,113; 	1142	
690.3	28.9	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
431.6	42.3	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
719.3	43.9	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
333.7	41.1	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
713.8	29.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
267.6	26.5	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
402.8	17.6	200	26.348	0,972702; 	1,8787; 	222,75; 	1186	
498.3	22	199.996	24.0199	0,808386; 	2,71978; 	293,992; 	1184	
527.2	18.2	200	25.8004	0,932689; 	2,04335; 	237,237; 	1170	
222.2	36.8	217.774	26.1493	1,04323; 	2,5; 	248,118; 	436	
284.5	49	259.847	29.8533	1,6224; 	2,5; 	198,962; 	436	
374.1	34.4	200	26.1192	0,955879; 	1,94541; 	228,656; 	917	
790.8	45.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
853.3	27	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
231.5	36.8	225.636	26.8541	1,13995; 	2,5; 	237,359; 	436	
262	47	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
600.9	18.8	200	25.648	0,921704; 	2,09235; 	241,49; 	913	
989.3	45.4	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
762.8	48.2	200	24.5317	0,843215; 	2,5; 	275,981; 	1708	
701.7	41.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
333.3	14.5	200	31.2411	1,36754; 	0,950473; 	133,622; 	905	
843.5	21.3	200	24.5317	0,843215; 	2,5; 	275,981; 	1603	
732.2	31.8	200	24.5497	0,844454; 	2,49267; 	275,374; 	1002	
303.4	29.4	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
825.2	10.8	200	46.0813	2,97532; 	0,200793; 	41,6377; 	891	
681.4	39.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
239.8	25.5	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
734.2	40.6	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
486.6	32.8	200	24.5317	0,843215; 	2,5; 	275,981; 	1716	
687.7	48.1	200	24.5317	0,843215; 	2,5; 	275,981; 	1708	
604.8	34.9	200	24.5317	0,843215; 	2,5; 	275,981; 	1702	
310.3	15.7	200	28.8328	1,16482; 	1,31009; 	169,981; 	1182	
313.7	24.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
761.1	41.7	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
928.2	28.1	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
423.5	31.5	200	24.5317	0,843215; 	2,5; 	275,981; 	1519	
302.6	32.2	200	24.5317	0,843215; 	2,5; 	275,981; 	1529	
668.1	44.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
844	21.5	200	24.5317	0,843215; 	2,5; 	275,981; 	1597	
529.4	34.5	200	24.5317	0,843215; 	2,5; 	275,981; 	1706	
532.3	20.9	199.998	24.2972	0,827166; 	2,59785; 	284,046; 	1190	
214.3	17.3	200	26.6594	0,995828; 	1,79246; 	215,036; 	1166	
501.6	33.7	200	24.5317	0,843215; 	2,5; 	275,981; 	1708	
473.2	38.2	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
406.5	46.1	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
741.5	21.3	199.997	24.1782	0,819081; 	2,64932; 	288,258; 	1158	
781	17	200	27.0384	1,02434; 	1,69405; 	206,119; 	919	
452.2	19.9	200	24.7181	0,856082; 	2,42542; 	269,783; 	909	
221.8	18.6	200	25.4855	0,910063; 	2,14622; 	246,139; 	1188	
476.9	35.3	200	24.5317	0,843215; 	2,5; 	275,981; 	1453	
546.7	30.4	200	24.5316	0,843215; 	2,5; 	275,981; 	1002	
282	19.3	200	25.0493	0,879177; 	2,29967; 	259,223; 	909	
837.9	40.1	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
919.4	11.9	200	40.0636	2,24897; 	0,351438; 	63,3594; 	887	
956.8	14	200	32.43	1,4736; 	0,818579; 	119,459; 	1180	
421.6	19.1	200	25.1427	0,885746; 	2,26568; 	256,344; 	1174	
530.1	45.9	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
931.7	41.8	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
254.9	14.9	200	30.4619	1,30016; 	1,05153; 	144,142; 	913	
255.2	31.4	252.713	29.2365	1,51333; 	2,50001; 	206,007; 	436	
801	42	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
708	27.2	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
719	10.2	199.935	50.2976	3,54355; 	0,14133; 	32,0094; 	1158	
982.3	26.1	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
244	29.2	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
761.4	40.7	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
594.9	13.4	200	34.311	1,64949; 	0,653305; 	100,87; 	903	
675.3	42.8	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
228.8	44.7	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
549.9	35.6	200	24.5316	0,843215; 	2,5; 	275,981; 	1698	
478.7	21.6	200	24.5316	0,843215; 	2,5; 	275,981; 	1609	
910	18.9	200	25.2734	0,894979; 	2,21918; 	252,388; 	1166	
207.5	11.7	200	40.9023	2,34412; 	0,323486; 	59,541; 	899	
275.9	27.6	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
681.8	16.3	200	27.9056	1,09111; 	1,49308; 	187,494; 	1182	
594.3	48	200	24.5316	0,843215; 	2,5; 	275,981; 	1443	
998.3	32.3	200	24.5316	0,843215; 	2,5; 	275,981; 	958	
935.2	42.6	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
697.7	47.5	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
963.9	31.8	200	24.5316	0,843215; 	2,5; 	275,981; 	958	
812	10.5	200	24.5316	0,843215; 	2,5; 	275,981; 	2112	
767.7	16.9	200	27.2133	1,03764; 	1,65091; 	202,17; 	923	
639.1	13	200	35.6286	1,77861; 	0,561893; 	90,0875; 	889	
639.7	37.9	200	24.5316	0,843215; 	2,5; 	275,981; 	436	
472.9	39.6	200	24.5317	0,843215; 	2,5; 	275,981; 	436	
653.6	36.9	200	24.5316	0,843215; 	2,5; 	275,981; 	1688	
396.4	13.6	200	33.5403	1,57623; 	0,715447; 	107,984; 	1194	
631	49.2	200	24.5316	0,843215; 	2,5; 	275,981; 	1696	
840.5	36.9	200	25.8153	0,933771; 	2,03862; 	236,825; 	1050	
