0; 0; 0; 
0,1; 0,0646167; 1,23139; 
0,2; 0,23141; 2,02564; 
0,3; 0,453226; 2,3336; 
0,4; 0,683887; 2,22086; 
0,5; 0,887945; 1,82676; 
0,6; 1,00037; 0,230592; 
0,7; 0,94431; -1,29158; 
0,8; 0,755975; -2,39864; 
0,9; 0,481833; -2,99295; 
1; 0,176761; -3,01528; 
1,1; -0,103582; -2,51817; 
1,2; -0,315166; -1,67472; 
1,3; -0,434309; -0,704251; 
1,4; -0,458214; 0,203421; 
1,5; -0,400312; 0,914449; 
1,6; -0,284711; 1,34841; 
1,7; -0,140973; 1,47707; 
1,8; 0,00126242; 1,32703; 
1,9; 0,117519; 0,972452; 
2; 0,192234; 0,513159; 
2,1; 0,220009; 0,0487804; 
2,2; 0,204579; -0,339849; 
2,3; 0,156411; -0,599799; 
2,4; 0,0897312; -0,708996; 
2,5; 0,0194629; -0,674963; 
2,6; -0,041482; -0,529139; 
2,7; -0,0841405; -0,317286; 
2,8; -0,104379; -0,0884933; 
2,9; -0,102733; 0,114265; 
3; -0,083452; 0,260421; 
3,1; -0,0530875; 0,334719; 
3,2; -0,0189441; 0,337117; 
3,3; 0,0123281; 0,28015; 
3,4; 0,0357817; 0,18452; 
3,5; 0,0487329; 0,0739617; 
3,6; 0,0508208; -0,0294941; 
3,7; 0,043648; -0,109064; 
3,8; 0,0301444; -0,15517; 
3,9; 0,0138162; -0,165807; 
4; -0,00197082; -0,145528; 
4,1; -0,0145543; -0,103476; 
4,2; -0,0223143; -0,050948; 
4,3; -0,0247675; 0,000974423; 
4,4; -0,0224462; 0,0433237; 
4,5; -0,0166207; 0,0704303; 
4,6; -0,00894416; 0,0803146; 
4,7; -0,00109384; 0,0743662; 
4,8; 0,00552611; 0,0564917; 
4,9; 0,00998098; 0,0319765; 
5; 0,0118839; 0,00630978; 
5,1; 0,0113643; -0,0158121; 
5,2; 0,00895177; -0,0311632; 
5,3; 0,00541087; -0,0382856; 
5,4; 0,00156509; -0,0374238; 
5,5; -0,00185792; -0,0301744; 
5,6; -0,00433618; -0,0189616; 
5,7; -0,00560745; -0,00646391; 
5,8; -0,00566802; 0,00490079; 
5,9; -0,00472654; 0,0133505; 
6; -0,0031291; 0,0179357; 
6,1; -0,00127381; 0,0185544; 
6,2; 0,000468233; 0,0158167; 
6,3; 0,00181293; 0,0108092; 
6,4; 0,00259712; 0,00481848; 
6,5; 0,00278518; -0,000929917; 
6,6; 0,00245218; -0,00547472; 
6,7; 0,00175071; -0,00823923; 
6,8; 0,00087015; -0,00906243; 
6,9; -3,097e-06; -0,00815195; 
7; -0,000717665; -0,00598095; 
7,1; -0,00117734; -0,00315729; 
7,2; -0,00134791; -0,000292916; 
7,3; -0,00125191; 0,00210396; 
7,4; -0,000954382; 0,0036989; 
7,5; -0,00054386; 0,00435824; 
7,6; -0,000112583; 0,00413611; 
7,7; 0,000260278; 0,003231; 
7,8; 0,000520106; 0,00192483; 
7,9; 0,000641939; 0,00051864; 
8; 0,000629462; -0,00072359; 
8,1; 0,000509181; -0,00161434; 
8,2; 0,000321649; -0,0020615; 
8,3; 0,000111835; -0,00206723; 
8,4; -7,95377e-05; -0,00171045; 
8,5; -0,000222347; -0,0011192; 
8,6; -0,000300416; -0,000439327; 
8,7; -0,000311818; 0,000194247; 
8,8; -0,000266633; 0,000679121; 
8,9; -0,000183008; 0,000957441; 
9; -8,25272e-05; 0,00101795; 
9,1; 1,41877e-05; 0,000889501; 
9,2; 9,09074e-05; 0,000628783; 
9,3; 0,000137838; 0,000305334; 
9,4; 0,000152169; -1,2931e-05; 
9,5; 0,000137296; -0,000271299; 
9,6; 0,000101111; -0,000435441; 
9,7; 5,3798e-05; -0,00049372; 
9,8; 5,64651e-06; -0,000455115; 
9,9; -3,47724e-05; -0,000343922; 
10; -6,17917e-05; -0,000192729; 