1.4392	8.2943	-3	-3	72 	0 	1024	-3	-3	720 	0 	1024	-3	-3	7200 	0 	1024
6.3507	-3.2015	-2.94	-2.94	70,5672 	0,0072 	723	0.0150754	0.0150754	178,195 	1,81814 	1761	2.94118	2.94118	0,691905 	0,705953 	1000
4.6715	-5.349	-2.88	-2.88	69,1488 	0,0288 	992	1.02685	1.02685	77,8668 	3,2431 	1247	2.97074	2.97074	0,17119 	0,712996 	466
9.9389	1.6985	-2.82	-2.82	67,7448 	0,0648 	1789	1.53401	1.53401	42,9828 	4,11144 	1496	2.98066	2.98066	0,0747876 	0,715366 	719
8.8222	6.1835	-2.76	-2.76	66,3552 	0,1152 	1277	1.83871	1.83871	26,9719 	4,68262 	1000	2.98563	2.98563	0,0412736 	0,716556 	990
0.416	7.4162	-2.7	-2.7	64,98 	0,18 	1245	2.04202	2.04202	18,3546 	5,08439 	458	2.98862	2.98862	0,0258935 	0,717272 	462
4.7295	-4.8687	-2.64	-2.64	63,6192 	0,2592 	1249	2.18732	2.18732	13,209 	5,38166 	723	2.99061	2.99061	0,0176166 	0,717749 	464
-0.5116	4.7684	-2.58	-2.58	62,2728 	0,3528 	729	2.29634	2.29634	9,90266 	5,61025 	1237	2.99204	2.99204	0,012675 	0,718091 	711
3.7952	-2.0348	-2.52	-2.52	60,9408 	0,4608 	719	2.38117	2.38117	7,65911 	5,79139 	1229	2.99311	2.99311	0,00950011 	0,718347 	454
-9.2797	-5.1724	-2.46	-2.46	59,6232 	0,5832 	1769	2.44904	2.44904	6,07111 	5,93841 	1783	2.99394	2.99394	0,00734602 	0,718546 	1014
8.2758	-6.5407	-2.4	-2.4	58,32 	0,72 	1004	2.50459	2.50459	4,90868 	6,0601 	1265	2.9946	2.9946	0,00582151 	0,718706 	998
-5.7073	5.7488	-2.34	-2.34	57,0312 	0,8712 	729	2.55088	2.55088	4,03412 	6,16246 	2032	2.99515	2.99515	0,00470571 	0,718836 	994
-7.9565	-9.5815	-2.28	-2.28	55,7568 	1,0368 	1251	2.59006	2.59006	3,36098 	6,24976 	1793	2.9956	2.9956	0,00386632 	0,718945 	1018
-2.878	-7.7544	-2.22	-2.22	54,4968 	1,2168 	452	2.62365	2.62365	2,83281 	6,32508 	1257	2.99599	2.99599	0,00322035 	0,719037 	1008
7.6543	-2.4297	-2.16	-2.16	53,2512 	1,4112 	984	2.65276	2.65276	2,41153 	6,39074 	992	2.99632	2.99632	0,00271356 	0,719116 	992
4.7841	-8.1977	-2.1	-2.1	52,02 	1,62 	996	2.67823	2.67823	2,07068 	6,44847 	472	2.9966	2.9966	0,0023093 	0,719185 	470
8.5735	1.1348	-2.04	-2.04	50,8032 	1,8432 	1518	2.70071	2.70071	1,79146 	6,49962 	976	2.99685	2.99685	0,00198242 	0,719245 	717
-1.3992	-4.0461	-1.98	-1.98	49,6008 	2,0808 	954	2.7207	2.7207	1,56022 	6,54527 	1255	2.99707	2.99707	0,00171462 	0,719297 	988
5.7858	-1.4604	-1.92	-1.92	48,4128 	2,3328 	984	2.73858	2.73858	1,36685 	6,58625 	986	2.99727	2.99727	0,00149287 	0,719344 	723
7.6524	4.608	-1.86	-1.86	47,2392 	2,5992 	1263	2.75467	2.75467	1,20374 	6,62324 	1235	2.99744	2.99744	0,00130745 	0,719386 	719
-5.277	-1.9317	-1.8	-1.8	46,08 	2,88 	962	2.76923	2.76923	1,06509 	6,6568 	998	2.9976	2.9976	0,00115108 	0,719424 	741
2.0241	2.1614	-1.74	-1.74	44,9352 	3,1752 	1757	2.78247	2.78247	0,946395 	6,68739 	687	2.99774	2.99774	0,00101817 	0,719459 	432
-4.0915	4.2214	-1.68	-1.68	43,8048 	3,4848 	980	2.79456	2.79456	0,84414 	6,71538 	982	2.99787	2.99787	0,000904417 	0,71949 	717
9.6388	9.7037	-1.62	-1.62	42,6888 	3,8088 	1020	2.80564	2.80564	0,755537 	6,74109 	1004	2.99799	2.99799	0,000806433 	0,719518 	998
-7.8135	-9.641	-1.56	-1.56	41,5872 	4,1472 	996	2.81583	2.81583	0,678357 	6,76478 	1542	2.9981	2.9981	0,000721542 	0,719544 	1018
7.2403	3.1713	-1.5	-1.5	40,5 	4,5 	1520	2.82524	2.82524	0,610802 	6,78669 	713	2.9982	2.9982	0,000647611 	0,719568 	715
6.5274	-8.4671	-1.44	-1.44	39,4272 	4,8672 	1002	2.83396	2.83396	0,551408 	6,80701 	1247	2.99829	2.99829	0,000582876 	0,71959 	480
-1.08	8.5709	-1.38	-1.38	38,3688 	5,2488 	972	2.84205	2.84205	0,498975 	6,82591 	1500	2.99838	2.99838	0,000526037 	0,719611 	988
-8.0485	-1.249	-1.32	-1.32	37,3248 	5,6448 	972	2.84958	2.84958	0,45251 	6,84352 	1522	2.99846	2.99846	0,000475836 	0,71963 	743
3.5254	2.3147	-1.26	-1.26	36,2952 	6,0552 	986	2.85661	2.85661	0,411191 	6,85999 	434	2.99853	2.99853	0,000431361 	0,719648 	434
-0.9698	-1.6905	-1.2	-1.2	35,28 	6,48 	695	2.86319	2.86319	0,374328 	6,8754 	725	2.9986	2.9986	0,000391817 	0,719664 	988
4.117	-2.3963	-1.14	-1.14	34,2792 	6,9192 	974	2.86936	2.86936	0,341339 	6,88988 	452	2.99866	2.99866	0,000356537 	0,71968 	452
9.4443	-7.2823	-1.08	-1.08	33,2928 	7,3728 	1500	2.87515	2.87515	0,311736 	6,90348 	1259	2.99873	2.99873	0,000324987 	0,719694 	1006
-3.7335	5.23	-1.02	-1.02	32,3208 	7,8408 	988	2.88061	2.88061	0,285099 	6,91631 	727	2.99878	2.99878	0,000296673 	0,719708 	721
-6.0338	6.6278	-0.96	-0.96	31,3632 	8,3232 	984	2.88575	2.88575	0,261074 	6,9284 	986	2.99884	2.99884	0,000271206 	0,719721 	735
-7.4532	-8.6019	-0.9	-0.9	30,42 	8,82 	996	2.8906	2.8906	0,239354 	6,93984 	1532	2.99889	2.99889	0,000248235 	0,719733 	1014
-5.3039	-2.7202	-0.84	-0.84	29,4912 	9,3312 	1751	2.8952	2.8952	0,219675 	6,95067 	996	2.99893	2.99893	0,000227475 	0,719744 	1004
3.5595	0.6046	-0.78	-0.78	28,5768 	9,8568 	1741	2.89955	2.89955	0,201811 	6,96093 	705	2.99898	2.99898	0,000208664 	0,719755 	444
4.2101	3.1982	-0.72	-0.72	27,6768 	10,3968 	1253	2.90368	2.90368	0,185563 	6,97068 	956	2.99902	2.99902	0,000191605 	0,719765 	434
-6.9828	6.3967	-0.66	-0.66	26,7912 	10,9512 	735	2.9076	2.9076	0,170759 	6,97995 	1000	2.99906	2.99906	0,000176086 	0,719775 	741
-3.7338	-9.7426	-0.6	-0.6	25,92 	11,52 	1239	2.91133	2.91133	0,157247 	6,98876 	1018	2.9991	2.9991	0,000161951 	0,719784 	1010
-7.7232	5.5025	-0.54	-0.54	25,0632 	12,1032 	1771	2.91488	2.91488	0,144897 	6,99717 	996	2.99914	2.99914	0,000149052 	0,719793 	737
4.4993	1.1968	-0.48	-0.48	24,2208 	12,7008 	962	2.91827	2.91827	0,133591 	7,00519 	1211	2.99917	2.99917	0,00013727 	0,719801 	438
4.0733	-0.8403	-0.42	-0.42	23,3928 	13,3128 	2227	2.92151	2.92151	0,123227 	7,01285 	707	2.9992	2.9992	0,000126485 	0,719809 	448
2.6567	-9.6925	-0.36	-0.36	22,5792 	13,9392 	1741	2.9246	2.9246	0,113715 	7,02017 	468	2.99924	2.99924	0,0001166 	0,719817 	468
-8.5257	-8.3131	-0.3	-0.3	21,78 	14,58 	741	2.92755	2.92755	0,104974 	7,02717 	1012	2.99927	2.99927	0,000107529 	0,719824 	1014
-1.383	5.5913	-0.24	-0.24	20,9952 	15,2352 	715	2.93038	2.93038	0,096932 	7,03389 	723	2.9993	2.9993	9,91976e-05 	0,719831 	721
-0.7094	-1.9388	-0.18	-0.18	20,2248 	15,9048 	938	2.93309	2.93309	0,0895259 	7,04032 	986	2.99932	2.99932	9,15357e-05 	0,719838 	725
1.0179	-1.734	-0.12	-0.12	19,4688 	16,5888 	697	2.9357	2.9357	0,0826985 	7,0465 	456	2.99935	2.99935	8,44799e-05 	0,719844 	458
6.0002	4.9841	-0.06	-0.06	18,7272 	17,2872 	1000	2.93819	2.93819	0,0763989 	7,05243 	454	2.99938	2.99938	7,79812e-05 	0,71985 	713
-5.1063	1.2559	-1.84986e-08	-2.78701e-08	18 	18 	1715	2.94059	2.94059	0,0705813 	7,05813 	1245	2.9994	2.9994	7,19851e-05 	0,719856 	721
6.3822	-0.4102	0.0599999	0.06	17,2872 	18,7272 	968	2.9429	2.9429	0,0652047 	7,06362 	723	2.99942	2.99942	6,6451e-05 	0,719862 	982
8.5358	-7.3494	0.12	0.12	16,5888 	19,4688 	2279	2.94512	2.94512	0,060232 	7,0689 	1281	2.99945	2.99945	6,13377e-05 	0,719867 	1014
2.9034	2.7458	0.18	0.18	15,9048 	20,2248 	972	2.94726	2.94726	0,0556298 	7,07398 	695	2.99947	2.99947	5,66109e-05 	0,719872 	436
-1.4423	-1.3705	0.24	0.24	15,2352 	20,9952 	440	2.94932	2.94932	0,051368 	7,07888 	990	2.99949	2.99949	5,22381e-05 	0,719877 	988
-8.1487	4.8239	0.3	0.3	14,58 	21,78 	1002	2.95131	2.95131	0,0474192 	7,08361 	731	2.99951	2.99951	4,81908e-05 	0,719882 	729
-8.4042	-5.8719	0.36	0.36	13,9392 	22,5792 	1259	2.95322	2.95322	0,0437586 	7,08818 	1534	2.99953	2.99953	4,44421e-05 	0,719887 	1012
0.3263	6.0951	0.42	0.42	13,3128 	23,3928 	1221	2.95508	2.95508	0,0403638 	7,09259 	978	2.99955	2.99955	4,09698e-05 	0,719891 	456
-1.9661	7.1085	0.48	0.48	12,7008 	24,2208 	727	2.95686	2.95686	0,0372141 	7,09685 	731	2.99957	2.99957	3,77488e-05 	0,719896 	731
7.9638	-9.3095	0.54	0.54	12,1032 	25,0632 	1520	2.95859	2.95859	0,0342911 	7,10097 	1024	2.99958	2.99958	3,47646e-05 	0,7199 	1018
7.4161	9.4381	0.6	0.6	11,52 	25,92 	1510	2.96026	2.96026	0,0315776 	7,10495 	1000	2.9996	2.9996	3,19957e-05 	0,719904 	1006
5.0864	-3.967	0.66	0.66	10,9512 	26,7912 	978	2.96188	2.96188	0,029058 	7,10881 	466	2.99962	2.99962	2,94224e-05 	0,719908 	466
-2.2617	-5.6231	0.72	0.72	10,3968 	27,6768 	2490	2.96345	2.96345	0,0267183 	7,11255 	1257	2.99963	2.99963	2,70437e-05 	0,719912 	741
-3.1968	8.7562	0.78	0.78	9,8568 	28,5768 	1510	2.96497	2.96497	0,0245453 	7,11617 	998	2.99965	2.99965	2,48316e-05 	0,719915 	996
-4.6482	5.5123	0.84	0.84	9,3312 	29,4912 	1516	2.96644	2.96644	0,0225271 	7,11968 	992	2.99966	2.99966	2,2779e-05 	0,719919 	729
-3.5508	0.2456	0.9	0.9	8,82 	30,42 	972	2.96787	2.96787	0,0206527 	7,12308 	986	2.99968	2.99968	2,08735e-05 	0,719922 	986
-3.2319	5.5403	0.96	0.96	8,3232 	31,3632 	1757	2.96925	2.96925	0,0189121 	7,12639 	727	2.99969	2.99969	1,91055e-05 	0,719926 	725
2.5443	8.0128	1.02	1.02	7,8408 	32,3208 	984	2.97059	2.97059	0,0172959 	7,1296 	456	2.9997	2.9997	1,7464e-05 	0,719929 	456
8.1909	8.1566	1.08	1.08	7,3728 	33,2928 	2297	2.9719	2.9719	0,0157956 	7,13271 	994	2.99972	2.99972	1,59431e-05 	0,719932 	996
-6.5325	-3.2514	1.14	1.14	6,9192 	34,2792 	1508	2.97316	2.97316	0,0144034 	7,13574 	1002	2.99973	2.99973	1,45317e-05 	0,719935 	1002
9.495	-4.6812	1.2	1.2	6,48 	35,28 	743	2.9744	2.9744	0,0131119 	7,13868 	998	2.99974	2.99974	1,32234e-05 	0,719938 	1000
4.2814	-8.9093	1.26	1.26	6,0552 	36,2952 	1761	2.97559	2.97559	0,0119143 	7,14154 	466	2.99976	2.99975	1,20028e-05 	0,719941 	466
-7.8441	7.3167	1.32	1.32	5,6448 	37,3248 	1783	2.97676	2.97676	0,0108047 	7,14432 	1004	2.99977	2.99977	1,08882e-05 	0,719944 	743
-0.1052	-7.1013	1.38	1.38	5,2488 	38,3688 	1235	2.97789	2.97789	0,00977705 	7,14703 	476	2.99978	2.99978	9,8478e-06 	0,719947 	476
4.4251	-2.1415	1.44	1.44	4,8672 	39,4272 	2018	2.97899	2.97899	0,00882608 	7,14967 	454	2.99979	2.99979	8,88566e-06 	0,719949 	454
6.2982	-5.45	1.5	1.5	4,5 	40,5 	1257	2.98007	2.98007	0,00794693 	7,15224 	1014	2.9998	2.9998	7,9972e-06 	0,719952 	476
-2.7035	1.3846	1.56	1.56	4,1472 	41,5872 	1745	2.98111	2.98111	0,00713492 	7,15474 	717	2.99981	2.99981	7,1797e-06 	0,719955 	717
-6.708	5.0348	1.62	1.62	3,8088 	42,6888 	1510	2.98213	2.98213	0,00638581 	7,15718 	990	2.99982	2.99982	6,42329e-06 	0,719957 	729
-1.5296	0.0952	1.68	1.68	3,4848 	43,8048 	970	2.98312	2.98312	0,00569564 	7,15956 	978	2.99983	2.99983	5,72749e-06 	0,719959 	982
-3.5001	3.8223	1.74	1.74	3,1752 	44,9352 	1484	2.98409	2.98409	0,0050607 	7,16187 	717	2.99984	2.99984	5,0873e-06 	0,719962 	717
-4.3926	-4.342	1.8	1.8	2,88 	46,08 	2032	2.98504	2.98504	0,00447758 	7,16413 	1004	2.99985	2.99985	4,49977e-06 	0,719964 	1002
6.7768	-4.9156	1.86	1.86	2,5992 	47,2392 	2293	2.98596	2.98596	0,00394307 	7,16634 	994	2.99986	2.99986	3,96126e-06 	0,719966 	733
-8.8018	-0.679	1.92	1.92	2,3328 	48,4128 	1771	2.98686	2.98686	0,00345418 	7,16849 	739	2.99987	2.99987	3,4692e-06 	0,719968 	741
-6.9028	2.0981	1.98	1.98	2,0808 	49,6008 	1239	2.98774	2.98774	0,00300813 	7,1706 	723	2.99988	2.99988	3,02028e-06 	0,719971 	723
-2.5224	9.2737	2.04	2.04	1,8432 	50,8032 	1261	2.98859	2.98859	0,00260232 	7,17265 	994	2.99989	2.99989	2,61216e-06 	0,719973 	996
1.5556	-3.0275	2.1	2.1	1,62 	52,02 	452	2.98943	2.98943	0,0022343 	7,17466 	454	2.99989	2.99989	2,24189e-06 	0,719975 	454
7.3014	8.5459	2.16	2.16	1,4112 	53,2512 	1261	2.99025	2.99025	0,00190186 	7,17662 	992	2.9999	2.9999	1,908e-06 	0,719977 	992
-9.2278	2.1662	2.22	2.22	1,2168 	54,4968 	988	2.99105	2.99105	0,00160282 	7,17853 	727	2.99991	2.99991	1,60757e-06 	0,719978 	727
5.8625	0.667	2.28	2.28	1,0368 	55,7568 	1494	2.99183	2.99183	0,0013352 	7,1804 	717	2.99992	2.99992	1,33885e-06 	0,71998 	717
5.0649	-7.0035	2.34	2.34	0,8712 	57,0312 	1759	2.99259	2.99259	0,00109714 	7,18224 	472	2.99993	2.99993	1,09762e-06 	0,719982 	472
1.2344	-5.928	2.4	2.4	0,72 	58,32 	458	2.99334	2.99334	0,000886911 	7,18403 	464	2.99993	2.99993	8,88896e-07 	0,719984 	464
-2.4535	1.2398	2.46	2.46	0,5832 	59,6232 	699	2.99407	2.99407	0,000702872 	7,18578 	715	2.99994	2.99994	7,04268e-07 	0,719986 	715
5.4566	0.8385	2.52	2.52	0,4608 	60,9408 	705	2.99479	2.99479	0,000543478 	7,18749 	711	2.99995	2.99995	5,44399e-07 	0,719987 	711
8.9836	6.6359	2.58	2.58	0,3528 	62,2728 	1245	2.99549	2.99549	0,000407295 	7,18917 	733	2.99995	2.99995	4,07906e-07 	0,719989 	994
3.6426	8.1924	2.64	2.64	0,2592 	63,6192 	717	2.99617	2.99617	0,000292971 	7,19082 	717	2.99996	2.99996	2,93366e-07 	0,719991 	715
-6.833	1.9589	2.7	2.7	0,18 	64,98 	1486	2.99684	2.99684	0,000199236 	7,19243 	725	2.99997	2.99997	1,99443e-07 	0,719992 	725
-6.1497	9.9438	2.76	2.76	0,1152 	66,3552 	1532	2.9975	2.9975	0,000124896 	7,194 	1008	2.99998	2.99997	1,25001e-07 	0,719994 	1008
7.0434	-4.9515	2.82	2.82	0,0648 	67,7448 	1243	2.99814	2.99814	6,88276e-05 	7,19555 	1016	2.99998	2.99998	6,88704e-08 	0,719996 	1012
-0.7352	2.8495	2.88	2.88	0,0288 	69,1488 	707	2.99878	2.99878	2,99752e-05 	7,19706 	707	2.99999	2.99999	2,99857e-08 	0,719997 	709
-0.1445	-0.5487	2.94	2.94	0,0072 	70,5672 	980	2.99939	2.99939	7,34473e-06 	7,19855 	458	2.99999	2.99999	7,36601e-09 	0,719999 	458
2.1231	-8.589	3	3	1,37149e-14 	72 	464	3	3	1,37149e-13 	7,2 	464	3	3	1,37149e-12 	0,72 	464
